text,answer,bullyingword
 yhu conceited lah bastard lol lol huh wat yew mean ,yes,bastard
 yo mikeey why did you and zurii break up im not guna lie idnt memba but if idid memba it wud be nun of a damn concernz lmao,yes,nun of a damn concernz lmao
 yo mikeey why did you and zurii break up im not guna lie idnt memba but if idid memba it wud be nun of a damn concernz lmao,no,n a
 yo vagina flappy lmfao idnt have one,yes, name 
 yo vagina flappy lmfao idnt have one,yes,vagina
 yo vagina flappy lmfao idnt have one,no,n a
 yooooooo dese ppl tawk shit on yo ishh lol no,no,n a
 yooooooo dese ppl tawk shit on yo ishh lol no,yes,dese pll tawk shit on yo
 you goin to lakes park saturday yea y ,no,n a
 you look like sean kingston datz mi kuzo nd im not lien ,no,n a
 yu a dam lyee mikey yu kno ya mom behh tearn ya asz up lmfao wea yew get dat from,yes, ya mom behh tearn ya asz up your mother had better tear your ass up i think it says something about that person s mother 
 yu a dam lyee mikey yu kno ya mom behh tearn ya asz up lmfao wea yew get dat from,yes, yu a dam lyee mikey yu kno ya mom behh tearn ya asz up 
 yu a dam lyee mikey yu kno ya mom behh tearn ya asz up lmfao wea yew get dat from,yes,ya mom behh tearn ya asz up
 yu tld me lmfao lykk yestadayy lie,no,n a
 yua gt dat liil amp amp h b m fwum me yua needa cool iit lol no ididnt lol hehe,no,n a
 yuh h t3z l n3c n j k3r luuk lyk tr pl3t n yo m iz pr3c 0u fr0m d m0v 3 idnt undastand wat ya saying,no,n a
 yuh h t3z l n3c n j k3r luuk lyk tr pl3t n yo m iz pr3c 0u fr0m d m0v 3 idnt undastand wat ya saying,yes, yuh h t3z l n3c n j k3r luuk lyk tr pl3t n yo m iz pr3c 0u fr0m d m0v 3
 yuh r um3d zed wat ,no,n a
 yuh r um3d zed wat ,no,none
 yuh r um3d zed wat ,yes,yuh r um3d zed
 yuh a cocky boi i lyk dhat lol ikno dat,yes,yuh a cocky boi
 yuh a cocky boi i lyk dhat lol ikno dat,no,n a
 yuh already know who i am yuh adedd me on myspace hold im confused,no,n a
 yuh already know who i am yuh adedd me on myspace hold im confused,no,none
 yuh d0n l k3 m3 who are yew ,no,n a
 yuh fuckin s3xi asz lip bitin nigga thankz,yes,yuh fuckin s3xi asz lip bitin nigga
 yuh fuckin s3xi asz lip bitin nigga thankz,no,n a
 yuh kn0w yuh w n d v q n lol,none,n a
 yuh kn0w yuh w n d v q n lol,no,n a
 yuh m k3 d 53x m3 3r q0 vv ld no komment,no,n a
 yuh myk a hoe orgasm oaaa hot as fukk ppl tellen me i look lyk khlou00e8 kardashian n ma boobs iz a 38c to d if dhats what yuh want to have den im here ilyke dat let mi meet yew,no,n a
 yuh n333d d k in y0 m0uth datz wat yo mom need bxtch ass hoe hoop da fuk up off mi ish nd kum swallow my bulletz hoe ,no,n a
 yuh n333d d k in y0 m0uth datz wat yo mom need bxtch ass hoe hoop da fuk up off mi ish nd kum swallow my bulletz hoe ,yes, yuh n333d d k in y0 m0uth datz wat yo mom need bxtch ass hoe hoop da fuk up off mi ish nd kum swallow my bulletz hoe 
 yuh n333d d k in y0 m0uth datz wat yo mom need bxtch ass hoe hoop da fuk up off mi ish nd kum swallow my bulletz hoe ,yes,datz wat yo mom need bxtch ass hoe hoop da fuk up off mi ish nd kum swallow my bulletz hoe
 yuh qo widddd sh t3zzzz yea ido go wid shorties,no,n a
 yuh qo widddd sh t3zzzz yea ido go wid shorties,yes,go wid shorties
 yuh styll feelinme who iz yew if yew a female nd not ugly iwud feel yew anytyme,yes,ugly
 yuh styll feelinme who iz yew if yew a female nd not ugly iwud feel yew anytyme,no,n a
 yuh styll feelinme who iz yew if yew a female nd not ugly iwud feel yew anytyme,no,none
 yuhz 3xy m0 h fu yuh q0 n 3 d k yew neva seen mi dik nd lol thankz,no,n a
 yuhz 3xy m0 h fu yuh q0 n 3 d k yew neva seen mi dik nd lol thankz,no,none
 yuu kno yuu so lame ndd yuu caint tlkk to that muchh qurls hav yuu seen yurselff hahahahahah noooo bxtch have yew seen yo self r ya ugly ass,yes, ndd yuu caint tlkk to that muchh qurls hav yuu seen yurselff hahahahahah noooo bxtch have yew seen yo self r ya ugly ass
 yuu kno yuu so lame ndd yuu caint tlkk to that muchh qurls hav yuu seen yurselff hahahahahah noooo bxtch have yew seen yo self r ya ugly ass,yes,bxtch have yew seen yo self r ya ugly ass
 yuu kno yuu so lame ndd yuu caint tlkk to that muchh qurls hav yuu seen yurselff hahahahahah noooo bxtch have yew seen yo self r ya ugly ass,yes,bxtch
 oats skyla misses y,no,n a
 favorite candy swedish fish amp amp reeeeses yum,no,n a
 are you able to act like yourself around other people with your girlfriend oh yess hahaha ,no,n a
 are you healthy enough the formspring team tries to be we like www icareformybody info sure,no,n a
 are you loyal mmmhm ,no,n a
 are you ready to get beat in a game of soccer by who dina sucks at soccer so its not her p,no,none
 are you ready to get beat in a game of soccer by who dina sucks at soccer so its not her p,yes,dina sucks at soccer
 are you ready to get beat in a game of soccer by who dina sucks at soccer so its not her p,no,n a
 are you reliable mmmhm ,no,n a
 can you take jokes of course i can ,no,n a
 do u like krista nope,no,n a
 do u masterbate i don t need to masterbate hahaaa that shit is nasty anyway ,no,none
 do u masterbate i don t need to masterbate hahaaa that shit is nasty anyway ,no,n a
 do you consider yourself a good dancer i jerk all day my nigg dd,no,n a
 do you cuss alot indeed lol,no,n a
 do you lie alot not at all ,no,n a
 do you like dina who is this ,no,n a
 do you like girls hahaha yes haha im not gayy silly ,no,n a
 do you like spongebob who doesnt ,no,n a
 do you smoke or drink if i feel like i need to then yes ,no,n a
 do you wear hats sometimes lol if im in the mood to wear one ,no,n a
 does the guy u are with at lunch and u talk to does he have a gf ask him krista i don t know his life get the fuck off of my formspring your so annoying,yes,get the fuck off of
 does the guy u are with at lunch and u talk to does he have a gf ask him krista i don t know his life get the fuck off of my formspring your so annoying,no,n a
 dude make her lyk u again shes hawt as fuck do sumthin charmin thts wat i do 2 muh girl i know its you dina im not dumb ,no,n a
 fuck you you son mhm by who haha don t be anonymous pussy ,yes, name 
 fuck you you son mhm by who haha don t be anonymous pussy ,yes, fuck you 
 fuck you you son mhm by who haha don t be anonymous pussy ,yes,fuck you you son
 guess dina ,no,n a
 haha so many people are hating on your formspring juss krista as usual ,no,none
 haha so many people are hating on your formspring juss krista as usual ,no,n a
 have you ever given a girl roses yep ,no,n a
 have you ever given a girl roses yep ,yes,n a
 hello mr gay fuck what s up mr pussy say shit to my face ,yes, gay fuck pussy shit 
 hello mr gay fuck what s up mr pussy say shit to my face ,yes, gay fuck 
 hello mr gay fuck what s up mr pussy say shit to my face ,yes, gay fuck say shit to my face 
 hi hi lol who is this ,no,n a
 how would you describe your personality uhm fun funny athletic outgoing creative and awesome duhh lol,no,n a
 i am being for realr this is tatum thats cool idgaf who you are get off my dick like for real later,yes,idgaf who you are get off my dick like for real
 i am being for realr this is tatum thats cool idgaf who you are get off my dick like for real later,no,the answer is hostile it sounds like the answerer is being harrassed
 i am being for realr this is tatum thats cool idgaf who you are get off my dick like for real later,yes, thats cool idgaf who you are get off my dick like for real 
 i got a new phone today lucky you hahaa these arent very good questions haha,no,n a
 i got a new phone today lucky you hahaa these arent very good questions haha,no,none
 i wanna fuck you oh thank you ,yes, i wanna fuck you 
 i wanna fuck you oh thank you ,yes,fuck you
 i wanna fuck you oh thank you ,yes,i wanna fuck you
 if you could be on the cover of any magazine which would you choose play boiiiii lol jk i dunno hah,no,n a
 if you could be with anygirl in the whole world who would that girl be dina ,no,n a
 if you could go only to one restaurant for the next five years which would it be denny s dd,no,none
 if you could go only to one restaurant for the next five years which would it be denny s dd,no,n a
 if you could wake up as anyone tomorrow who would it be uhhmm myself ,no,n a
 if you had access to a time machine where and when would be the first place you travel to disco time babyyyy hahahah p,no,n a
 if you had access to a time machine where and when would be the first place you travel to disco time babyyyy hahahah p,no,none
 if you won a million dollars what would you do with it give half to a cancer hospital to help the cancer kids and then juss save the rest and spend it ,no,n a
 josh you are a desparate little guy am i tell how im desperate please i would really like to know ,yes,desparate
 josh you are a desparate little guy am i tell how im desperate please i would really like to know ,no,none
 josh you are a desparate little guy am i tell how im desperate please i would really like to know ,no,n a
 lol ok now ur just straight up lying faggot yahhhhhhhh cause you know my whole life right get off my formspring and stop asking anonymously pussy duecessss ,yes, faggot 
 lol ok now ur just straight up lying faggot yahhhhhhhh cause you know my whole life right get off my formspring and stop asking anonymously pussy duecessss ,yes,faggot
 lol ok now ur just straight up lying faggot yahhhhhhhh cause you know my whole life right get off my formspring and stop asking anonymously pussy duecessss ,yes, ur just straight up lying faggot anonymously pussy duecessss 
 looks like you can talk but can you follow up on what your saying of course i can duhh you suck at soccer sukka ,no,none
 looks like you can talk but can you follow up on what your saying of course i can duhh you suck at soccer sukka ,yes,you suck at soccer
 looks like you can talk but can you follow up on what your saying of course i can duhh you suck at soccer sukka ,no,n a
 mhhm sureee thats why i made varsity and you didnt thought soo there is a differene though girls is easier to make than boys ,no,n a
 mhhm sureee thats why i made varsity and you didnt thought soo there is a differene though girls is easier to make than boys ,yes,you didn t
 name 1 girl you find pretty uhmm dina and dani,no,n a
 name the hottest girl that you have ever met lol you ,no,n a
 no because then u will know who this is omg stop messaging me krista forreal ,no,n a
 no if u would still talk 2 me u would kno omg goodbye krista ,no,n a
 no if u would still talk 2 me u would kno omg goodbye krista ,yes,n a
 no matter how hard i try i cant seem to get my mind off of you please text meh uhhhhh who is this ,no,n a
 ok this is tatum krista 39 s friend this is her profile thing and i wanted to go on hers cuz she told me she had s on herer she didnt answer cuz there stupid and i wanted t oread them so i did but she told me about you and she is not obsesed with you haha whateverrrr dude you don t even know anything she does i don t even fucking know you you don t even fucking know me like seriously get the fuck off of my profile like for real im done with her bullshit it s fucking annoying you can ask anybody ask any of my friends she is fucking obsessed goodbye ,yes, i don t even fucking know you you don t even fucking know me like seriously get the fuck off of my profile 
 ok this is tatum krista 39 s friend this is her profile thing and i wanted to go on hers cuz she told me she had s on herer she didnt answer cuz there stupid and i wanted t oread them so i did but she told me about you and she is not obsesed with you haha whateverrrr dude you don t even know anything she does i don t even fucking know you you don t even fucking know me like seriously get the fuck off of my profile like for real im done with her bullshit it s fucking annoying you can ask anybody ask any of my friends she is fucking obsessed goodbye ,yes,like seriously get off my profile like for real i m done with her bullshit it s fucking annoying
 ok this is tatum krista 39 s friend this is her profile thing and i wanted to go on hers cuz she told me she had s on herer she didnt answer cuz there stupid and i wanted t oread them so i did but she told me about you and she is not obsesed with you haha whateverrrr dude you don t even know anything she does i don t even fucking know you you don t even fucking know me like seriously get the fuck off of my profile like for real im done with her bullshit it s fucking annoying you can ask anybody ask any of my friends she is fucking obsessed goodbye ,yes, i don t even fucking know you you don t even fucking know me like seriously get the fuck off of my profile like for real im done with her bullshit it s fucking annoying you can ask anybody ask any of my friends she is fucking obsessed goodbye 
 pfft are you forreall i am a beast at soccer watch me beat you you can stay in your dream land that your in hahhaa,no,n a
 pfft are you forreall i am a beast at soccer watch me beat you you can stay in your dream land that your in hahhaa,yes,me beat you
 prank call this person there name is melody 614 735 8024 lol im good why ,no,n a
 prank call this person there name is melody 614 735 8024 lol im good why ,yes, prank call this person there name is melody 614 735 8024 
 r well open up your mind and see like mer open up your plans and damn you 39 re freer look into your heart and you 39 ll find love love lover listen to the music of the moment people dance and sing were just one big familyr it 39 s our god forsaken right to be lo ,no,n a
 sean stouffer lol vvv lol jk naw it wasn 39 t me what are you talking about haha,no,n a
 see i told u tht u r a playa stop playing girls u cunt yuup say shit to me in person not over formspring bitch ,yes,cunt
 see i told u tht u r a playa stop playing girls u cunt yuup say shit to me in person not over formspring bitch ,yes, cunt shit bitch 
 see i told u tht u r a playa stop playing girls u cunt yuup say shit to me in person not over formspring bitch ,yes, i told you that ur a playa u cunt bitch 
 seriously take a wild guess then message me on myspace or comment me or text me we need to talkk is it dina ,no,n a
 she is not obsessed with yor and ya i know like everything about her and she knows like everything about me we are like sisters but not really but we seem like it i can do what ever the fuck i want ha i will juss block you dueces crazy ass bitch ,yes,dueces crazy ass bitch
 she is not obsessed with yor and ya i know like everything about her and she knows like everything about me we are like sisters but not really but we seem like it i can do what ever the fuck i want ha i will juss block you dueces crazy ass bitch ,no,n a
 she is not obsessed with yor and ya i know like everything about her and she knows like everything about me we are like sisters but not really but we seem like it i can do what ever the fuck i want ha i will juss block you dueces crazy ass bitch ,yes,i can do what ever the fuck i want ha i will juss block you dueces crazy ass bitch
 sneakers or sandals vans sukka ,no,n a
 so baby don 39 t worryr you are my onlyr you won 39 t be lonelyr even if the sky is falling downr you 39 ll be my onlyr no need to worryr baby are you down r down downr baby are you down r down downr even if the sky is falling down baby im down ,no,n a
 that was me and a couple of friends from lucas oil peace bitch ,no,n a
 that was me and a couple of friends from lucas oil peace bitch ,yes,peace bitch 
 the guy at lunch at ur table at school who u hang out with and talk to he is hot then talk to him lol,no,n a
 this is not quot krista quot for the last time i have no flippen idea who quot krista quot is your fucking stupid you didn t put your name as annonimus fucking retard fucking leave me alone stupid kunt dueces ,yes,your fucking stupid you didn t put your name as annonimus fucking retard 
 this is not quot krista quot for the last time i have no flippen idea who quot krista quot is your fucking stupid you didn t put your name as annonimus fucking retard fucking leave me alone stupid kunt dueces ,yes,your fucking stupid you didn t put your name as annonimus fucking retard fucking leave me alone stupid kunt dueces 
 this is not quot krista quot for the last time i have no flippen idea who quot krista quot is your fucking stupid you didn t put your name as annonimus fucking retard fucking leave me alone stupid kunt dueces ,yes, your fucking stupid you didn t put your name as annonimus fucking retard kunt dueces 
 thx 4 not talking to me anymore uhm thanks ,yes,thx 4 not talking to me anymore 
 thx 4 not talking to me anymore uhm thanks ,no,n a
 to bad u stopped talking 2 me cool byee,no,n a
 u kno u want to fuck me hahh who is this ,no,n a
 u kno u want to fuck me hahh who is this ,yes,fuck me
 u kno u want to fuck me hahh who is this ,yes,u kno u want to fuck me
 u r such a pussy and a gay fuck overrrr formspring nicccee,yes, u r such a pussy and a gay fuck 
 u r such a pussy and a gay fuck overrrr formspring nicccee,yes, u r such a pussy and a gay fuck 
 u r such a pussy and a gay fuck overrrr formspring nicccee,yes, calling the person a pussy and a gay fuck 
 u r such a pussy and a gay fuck overrrr formspring nicccee,yes, u r such a pussy and a gay fuck 
 u r such a pussy and a gay fuck overrrr formspring nicccee,yes, pussy gay fuck 
 what are you doing your mom lol jk just answering questions wbu ,no,n a
 what are you doing your mom lol jk just answering questions wbu ,yes,your mom
 what do u like most about me eyes i guess ,no,n a
 what do you look for in a girl eyes smile personality and athletic ,no,n a
 what do you think about formspring me so far some people make it gay as hell but other than that it s prety chill ,no,n a
 what do you usually wear like to school vans pants and a shirt haha,no,n a
 what dont you like about yourself and everyone hates something about themselves my face ,no,n a
 what is your favorite clothing brand fox and famous ,no,n a
 what is your favorite clothing brand fox and famous ,yes,n a
 what is your favorite color greeeeeeeeeeeen ,no,n a
 what is your favorite season spring ,no,n a
 what is your favorite season spring ,no,none
 what is your favorite video game call of duty modern warfare 2 ,no,n a
 what is your ideal date r like what do i want in a date er whaat ,no,n a
 what was your longest relationship like 2 in a half years i think ,no,n a
 what 39 s your favorite genre of music uhmmm depends on the mood im in i guess haha,no,n a
 when can you drive march15th ,no,n a
 where would you take a girl on your one year anniversary uhm i would make it her night and she would get to go anywhere she wanted to go ,no,n a
 where 39 s your favorite place to buy clothes uhm tilly s ,no,n a
 who and when was your first kiss uhmm like 6th grade on a corner of a street i was on my corner o lol jk and it was randi ,no,n a
 who do you like kylee ,no,n a
 who do you like kylee ,no,none
 who is the bestestt lol yuh areee 3,no,n a
