text,answer,bullyingword
 star trek or star wars neither cuz i dont follow anyone of them haha,no,n a
 stretch your left arm out as far as you can what can you touch my cousins toys and my blanket,no,n a
 tell me about something you apos ve achieved ive achieved alot but recently is surviving my first year of college ,no,n a
 tell me something about you that most people don apos t know ummmm idk haha,no,n a
 thats all for now people ill do more later let me know in a message if u want me to stop spamming you alrighty ,no,no
 thats all for now people ill do more later let me know in a message if u want me to stop spamming you alrighty ,no,n a
 the last song you listened to guilty pleasure by cobra starship fangs up 3,no,n a
 then when was the last time u had sex way back when who the fuck is asking me these questions o o,no,n a
 then when was the last time u had sex way back when who the fuck is asking me these questions o o,no,when was the last time u had sex
 then when was the last time u had sex way back when who the fuck is asking me these questions o o,yes,when was the last time u had sex
 then when was the last time u had sex way back when who the fuck is asking me these questions o o,no,na
 timmeh wtf ,no,n a
 timmeh wtf ,no,na
 type of music you like most hip hop and r amp b anything on 102 7 and 97 1,no,n a
 u2584u2588u2580 u2588u2584 u2588u2584u2588 u2580u2588u2580 thank you but i am not a slut you must have been really bored to send me shit like that ,yes,i am not a slut
 u2584u2588u2580 u2588u2584 u2588u2584u2588 u2580u2588u2580 thank you but i am not a slut you must have been really bored to send me shit like that ,yes, a bunch of numbers with the word slut spelled out 
 u2584u2588u2580 u2588u2584 u2588u2584u2588 u2580u2588u2580 thank you but i am not a slut you must have been really bored to send me shit like that ,yes, i am not a slut send me shit like that 
 viva latinos were smexy yes we are latinos are the smexiest ones alive ,no,n a
 was jesus a virgin when he died controversial issue,no,n a
 well folks thats all for tonight i hope you enjoyed why thank you my inbox enjoyed getting butt raped by you ,no,n a
 well idk you that well so who is the guy and besides shawn cause he goes to school with you well then you wont know haha and just a few people ,no,n a
 what are the last 4 digits in your cellphone number 3315,no,none
 what are the last 4 digits in your cellphone number 3315,no,n a
 what are you most excited about right now honestly going up to slo and seeing one of best friends kelly ,no,n a
 what are your average text message amounts on a daily basis used to be a whole hell of a lot but now not so much ,no,n a
 what body part do you wash first chest and arms haha,no,n a
 what color is your bedroom carpet purple p,no,n a
 what color is your bedroom carpet purple p,no,none
 what dead person would you least want to be haunted by least someone that got mad hurt or upset because of me,no,n a
 what did you do for your last birthday umm my 18th went to dland and bought things that 18 can buy haha,no,n a
 what do you do to help the environment i try to take shorter showers to save water and recycle soda cans and plastic bottles ,no,n a
 what do you like about your friends you mean my best friends haha the best thing i love about them is that they are always there to catch me when i fall they always care about me and make sure im ok when things are terrible for me,no,n a
 what do you like best about life in general hmmm thats a tough question for me what do i like about life i like that life is like a rollercoaster it has its ups down and loop de loops and i like rollercoasters hehe ,no,n a
